user_id,product_id,action,timestamp,user_encoded,product_encoded,action_encoded
1,26,view,2025-01-06 13:47:00,0,25,6
1,26,click,2025-01-06 13:48:00,0,25,1
1,26,add_to_cart,2025-01-06 13:49:00,0,25,0
1,26,remove_cart,2025-01-06 13:50:00,0,25,3
1,130,search,2025-01-08 22:25:00,0,129,5
1,130,view,2025-01-08 22:27:00,0,129,6
1,130,click,2025-01-08 22:30:00,0,129,1
1,36,view,2025-01-09 19:44:00,0,35,6
1,36,click,2025-01-09 19:47:00,0,35,1
1,36,add_to_cart,2025-01-09 19:49:00,0,35,0
1,36,purchase,2025-01-09 19:51:00,0,35,2
1,33,view,2025-01-09 19:53:00,0,32,6
1,33,add_to_cart,2025-01-09 19:54:00,0,32,0
1,33,purchase,2025-01-09 19:56:00,0,32,2
1,31,view,2025-01-09 20:07:00,0,30,6
1,31,click,2025-01-09 20:10:00,0,30,1
1,31,add_to_cart,2025-01-09 20:13:00,0,30,0
1,31,purchase,2025-01-09 20:14:00,0,30,2
1,31,search,2025-01-12 01:10:00,0,30,5
1,31,view,2025-01-12 01:12:00,0,30,6
1,31,click,2025-01-12 01:15:00,0,30,1
1,37,view,2025-01-12 01:17:00,0,36,6
1,37,click,2025-01-12 01:18:00,0,36,1
1,37,view,2025-01-13 13:36:00,0,36,6
1,37,click,2025-01-13 13:38:00,0,36,1
1,37,add_to_cart,2025-01-13 13:39:00,0,36,0
1,37,purchase,2025-01-13 13:40:00,0,36,2
1,120,view,2025-01-15 09:13:00,0,119,6
1,120,click,2025-01-15 09:17:00,0,119,1
1,120,add_to_cart,2025-01-15 09:18:00,0,119,0
1,120,purchase,2025-01-15 09:20:00,0,119,2
1,116,view,2025-01-15 09:28:00,0,115,6
1,116,click,2025-01-15 09:32:00,0,115,1
1,130,view,2025-01-15 09:33:00,0,129,6
1,130,click,2025-01-15 09:34:00,0,129,1
1,130,add_to_cart,2025-01-15 09:35:00,0,129,0
1,130,purchase,2025-01-15 09:36:00,0,129,2
1,20,view,2025-01-17 07:00:00,0,19,6
1,20,click,2025-01-17 07:01:00,0,19,1
1,15,view,2025-01-17 07:02:00,0,14,6
1,15,click,2025-01-17 07:05:00,0,14,1
1,15,add_to_cart,2025-01-17 07:07:00,0,14,0
1,15,remove_cart,2025-01-17 07:09:00,0,14,3
1,37,review,2025-01-17 13:48:00,0,36,4
2,196,search,2025-01-13 03:12:00,1,195,5
2,196,view,2025-01-13 03:13:00,1,195,6
2,196,click,2025-01-13 03:14:00,1,195,1
2,196,add_to_cart,2025-01-13 03:16:00,1,195,0
2,196,purchase,2025-01-13 03:18:00,1,195,2
2,192,view,2025-01-13 03:24:00,1,191,6
2,192,click,2025-01-13 03:25:00,1,191,1
2,180,view,2025-01-15 09:57:00,1,179,6
2,180,click,2025-01-15 09:59:00,1,179,1
2,180,add_to_cart,2025-01-15 10:02:00,1,179,0
2,180,purchase,2025-01-15 10:03:00,1,179,2
2,196,review,2025-01-17 03:24:00,1,195,4
2,63,search,2025-01-18 07:41:00,1,62,5
2,63,view,2025-01-18 07:42:00,1,62,6
2,63,click,2025-01-18 07:44:00,1,62,1
2,54,view,2025-01-18 07:45:00,1,53,6
2,54,click,2025-01-18 07:47:00,1,53,1
2,54,add_to_cart,2025-01-18 07:48:00,1,53,0
2,54,remove_cart,2025-01-18 07:49:00,1,53,3
2,57,view,2025-01-18 07:50:00,1,56,6
2,57,click,2025-01-18 07:53:00,1,56,1
2,57,add_to_cart,2025-01-18 07:54:00,1,56,0
2,57,remove_cart,2025-01-18 07:56:00,1,56,3
2,194,view,2025-01-20 22:27:00,1,193,6
2,194,click,2025-01-20 22:29:00,1,193,1
2,194,add_to_cart,2025-01-20 22:32:00,1,193,0
2,194,purchase,2025-01-20 22:34:00,1,193,2
2,191,view,2025-01-20 22:36:00,1,190,6
2,191,click,2025-01-20 22:37:00,1,190,1
2,191,add_to_cart,2025-01-20 22:40:00,1,190,0
2,191,remove_cart,2025-01-20 22:41:00,1,190,3
2,183,view,2025-01-20 22:42:00,1,182,6
2,183,click,2025-01-20 22:46:00,1,182,1
2,183,add_to_cart,2025-01-20 22:47:00,1,182,0
2,183,purchase,2025-01-20 22:48:00,1,182,2
2,177,view,2025-01-23 04:25:00,1,176,6
2,103,view,2025-01-25 23:51:00,1,102,6
2,103,click,2025-01-25 23:53:00,1,102,1
2,103,add_to_cart,2025-01-25 23:55:00,1,102,0
2,103,purchase,2025-01-25 23:57:00,1,102,2
2,94,view,2025-01-26 00:07:00,1,93,6
2,94,click,2025-01-26 00:11:00,1,93,1
2,94,add_to_cart,2025-01-26 00:13:00,1,93,0
2,94,purchase,2025-01-26 00:14:00,1,93,2
2,94,review,2025-02-01 00:24:00,1,93,4
2,183,review,2025-02-03 22:51:00,1,182,4
3,89,view,2025-01-08 06:05:00,2,88,6
3,89,click,2025-01-08 06:06:00,2,88,1
3,194,search,2025-01-09 09:46:00,2,193,5
3,194,view,2025-01-09 09:49:00,2,193,6
3,194,click,2025-01-09 09:50:00,2,193,1
3,182,search,2025-01-11 19:13:00,2,181,5
3,182,view,2025-01-11 19:15:00,2,181,6
3,182,click,2025-01-11 19:17:00,2,181,1
3,197,view,2025-01-11 19:19:00,2,196,6
3,197,click,2025-01-11 19:20:00,2,196,1
3,18,search,2025-01-12 20:55:00,2,17,5
3,18,view,2025-01-12 20:57:00,2,17,6
3,18,add_to_cart,2025-01-12 20:58:00,2,17,0
3,18,purchase,2025-01-12 20:59:00,2,17,2
3,104,search,2025-01-15 13:44:00,2,103,5
3,104,view,2025-01-15 13:47:00,2,103,6
3,104,add_to_cart,2025-01-15 13:48:00,2,103,0
3,104,purchase,2025-01-15 13:49:00,2,103,2
3,88,view,2025-01-15 13:59:00,2,87,6
3,88,click,2025-01-15 14:01:00,2,87,1
3,109,view,2025-01-15 14:02:00,2,108,6
3,109,click,2025-01-15 14:05:00,2,108,1
3,21,search,2025-01-17 06:00:00,2,20,5
3,21,view,2025-01-17 06:01:00,2,20,6
3,21,click,2025-01-17 06:04:00,2,20,1
3,15,search,2025-01-19 05:07:00,2,14,5
3,15,view,2025-01-19 05:10:00,2,14,6
3,15,click,2025-01-19 05:12:00,2,14,1
3,18,view,2025-01-19 05:14:00,2,17,6
3,18,click,2025-01-19 05:16:00,2,17,1
3,18,add_to_cart,2025-01-19 05:17:00,2,17,0
3,18,purchase,2025-01-19 05:18:00,2,17,2
3,14,view,2025-01-19 05:23:00,2,13,6
3,14,click,2025-01-19 05:24:00,2,13,1
3,104,review,2025-01-20 13:59:00,2,103,4
3,199,view,2025-01-22 00:37:00,2,198,6
3,199,add_to_cart,2025-01-22 00:39:00,2,198,0
3,199,purchase,2025-01-22 00:41:00,2,198,2
3,180,view,2025-01-22 00:49:00,2,179,6
3,180,click,2025-01-22 00:51:00,2,179,1
3,180,add_to_cart,2025-01-22 00:54:00,2,179,0
3,180,purchase,2025-01-22 00:55:00,2,179,2
3,183,view,2025-01-22 01:00:00,2,182,6
3,183,click,2025-01-22 01:03:00,2,182,1
3,183,add_to_cart,2025-01-22 01:04:00,2,182,0
3,183,purchase,2025-01-22 01:05:00,2,182,2
3,196,view,2025-01-23 14:54:00,2,195,6
3,196,add_to_cart,2025-01-23 14:57:00,2,195,0
